schema_name;table_name;row_count
dbo;WorkOdpisy;675
dbo;SESTAVA;654
dbo;XXEKOLPOPL;647
dbo;XXZBOZIOSCISLO;622
dbo;UZIVATEL;619
dbo;ODVODDPH;619
dbo;XXPRODAKCE;607
dbo;PARUZIV;573
dbo;DESCRTRIGGER;569
dbo;XXPOZVYDZAPRAC;543
dbo;XXPOZINZERCE;534
dbo;STRED;526
dbo;STREDADD;526
dbo;XXPODNETSOR;519
dbo;MC_PredA6;517
dbo;XXANAKONPODSOR;516
dbo;MC_PredA;509
dbo;MC_PredAPS2007;505
dbo;CELSAZ;504
dbo;MC_PoA;492
dbo;MC_PoAPS2007;474
dbo;XXTYPDODMIST;470
dbo;VZORTDU;469
dbo;OBECCISADD;466
dbo;XXPRAVPOHL;463
dbo;MC_PredAPS2004;462
dbo;XXRMTHLASENI;421
dbo;VYKAZWORK;420
dbo;XXSAZBAPREPRAVY;416
dbo;XXUKAZMUOBCH;394
dbo;seznamzak;393
dbo;MC_PoAPS2004;391
dbo;XXZBOZIPOZNADD;382
dbo;DESCRVIEW;380
dbo;Calendar;366
dbo;XXOBJPPP;365
dbo;XXPODPODKATZBOZI;364
dbo;XXSPOTREBOVANO;357
dbo;XXOBECCISSLAVE;337
dbo;XXZADUKOLOZPAR;335
dbo;XXWORKFLOW;326
dbo;MISPROTOKOL;315
dbo;BENZINA;299
dbo;XXVYJMZPOPL;292
dbo;VYPPENALE;287
dbo;UCTSKUP;286
dbo;XXPARAMREZART;283
dbo;XXOBCHPODMOL;282
dbo;MISUKAZSLOUP;276
dbo;XXSUBJEKTADZBOZ;269
dbo;XXPLNPOLDISTR_DK;263
dbo;XXUKAZMUPLAN;260
dbo;XXUMISTPROSTOR;257
dbo;XXEDIKOMUNIKACE;250
dbo;XXKALENDAR;230
dbo;XXSLEVPAS;221
dbo;XXELEKTRODPADSAZBA;212
dbo;UCTOSNADD;204
dbo;XXMCHD;201
dbo;SPERR;200
dbo;XXUKAZMU;197
dbo;XXPRODFOKUS;196
dbo;XXPOLEPAKSEGMZAK;194
dbo;XXPODKATZBOZI;193
dbo;XXUDALTYPUKOL;190
dbo;SELECTOPTION;190
dbo;PRIZNANISD;189
dbo;XXELEKTRODPAD;188
dbo;VLSTAVHDOK;179
dbo;xxtempobjcm;179
dbo;CISRAD;174
dbo;DASHWIDPARTYP;172
dbo;XXMEZABC;168
dbo;XXCINPARZBOZI;165
dbo;POHYBSL;162
dbo;HISUMIST;162
dbo;BB_ATRIBUT;161
dbo;UCPREDUT;153
dbo;qVykazIAS_VZZ;151
dbo;XXZONAPREPRAVY;151
dbo;UZIVATELADD;150
dbo;XXPSCADD;149
dbo;VERZEESO;146
dbo;XXPROMENPROCESU;144
dbo;XXUDALOSTPROCESU;141
dbo;XXUDALOSTDOC;137
dbo;ZBOZISAZBY;135
dbo;XXMCHDSAZBA;135
dbo;TSDOKPOZN;135
dbo;XXPARAMUKOL;133
dbo;XXPARHODPAK;133
dbo;SKUPUZIV;132
dbo;XXSTREDUZDU;130
dbo;XXRABATSKUP;127
dbo;XXB2BBSC;123
dbo;XXUCTPOPLATKU;122
dbo;XXKALKPON;114
dbo;VykazAP;113
dbo;TDVCASE;109
dbo;XXTYPUDSKUPUZ;109
dbo;XXPLATINZERCE;101
dbo;THDOKPOZN;100
dbo;XXTYPPARZBOZI;99
dbo;XXCASTROL_MASTER_DATA_200;97
dbo;XXCENTRALAPECE;96
dbo;PROVYKAZDPH;96
dbo;CENSKUP;95
dbo;CENSKUPADD;95
dbo;XXEKOKOM;91
dbo;SUBJPRAVNIFORMA;90
dbo;TB_TEST;88
dbo;XXSEZHODPARZB;85
dbo;BANKA;84
dbo;OPRPAL;84
dbo;STIOFFLINE_PAR;81
dbo;XXEDISEKCE;81
dbo;qVykazAP;77
dbo;DASHPAR;76
dbo;zbimpxls;76
dbo;XXVYRFORMAT;72
dbo;ODPSKUP;72
dbo;XXINFOPODNETU;71
dbo;XXKONKURENT;67
dbo;TYPDOK;64
dbo;UCTYPROVYKAZDPH;63
dbo;VykazZZ;62
dbo;DFNBANKA;62
dbo;STAT;61
dbo;EDI_EXP_POM;58
dbo;PAROVANI;57
dbo;XXDEFINICEVYPOCTU;57
dbo;XXEDIZPRAVA;55
dbo;TYPDOC;54
dbo;MJ;54
dbo;XXTHDOKPOZNADD;54
dbo;XXKATZBOZI;53
dbo;VYKAZHLAV;53
dbo;XXKONKKAN;51
dbo;PODMINKY;48
dbo;XXSLEVPAS_SUBJ;48
dbo;XXTRZNISKUPMS;48
dbo;ESO9SCRIPT;47
dbo;DASHWIDGETDATA;44
dbo;ODPSKUPKOEF;44
dbo;SAZBASD;44
dbo;XXPODSKUPZBOZI;44
dbo;XXPARTYPDESPOZ;42
dbo;XXRADAZNACKY;41
dbo;qVykazZZ;41
dbo;DASHWIDGET;40
dbo;XXOSTCINOZ;39
dbo;UCETTYP;38
dbo;TSUBJPOZN;38
dbo;STIOFFLINE;37
dbo;XXSKONTOZBOZI;37
dbo;SUBJADRPOZN;36
dbo;XXHODPARZNACZBOZI;36
dbo;DF_KLPPZ_TEMP;36
dbo;VYKAZCF;35
dbo;XXHISUCTSKUPZBOZ;34
dbo;XXSLEVAEE;34
dbo;WorkVykazDef;33
dbo;DASHBOARDWID;33
dbo;MENA;33
dbo;OdpSkup_2004;32
dbo;REGION;32
dbo;DASHWIDGETPROUZIV;32
dbo;CENSKZB;31
dbo;XXCENSKZB;31
dbo;XXTYPPREPZONY;31
dbo;XXLIKVIDSZ;31
dbo;SELECTNAME;30
dbo;SKLAD;30
dbo;SKLADADD;30
dbo;TPPROTYPDOK;28
dbo;SCHEDULLER;27
dbo;qVykazCF;27
dbo;XXTYPPODNETU;27
dbo;XXTYPUKOLOZ;26
dbo;XXTYPINFROZVZT;26
dbo;XXPARAMREZZAK;26
dbo;BB_DOPRAVCE;26
dbo;XXHISUZVESKUP;25
dbo;XXTYPDOKAD;25
dbo;XXPROCESDOC;24
dbo;XXPOLEANALZAK;24
dbo;XXCENIKDPD;24
dbo;PENUCET;23
dbo;MISUKAZATEL;22
dbo;XXSKONTO;22
dbo;XXPARHODPAKSEGMZAK;21
dbo;PRENESENADAN;20
dbo;DASHBOARDPARAMS;20
dbo;TYPODPPOHL;20
dbo;DEFVYKAZ;19
dbo;DphVykaz;19
dbo;XXSEGMCASTROL;19
dbo;ZDROJ_TYPVAZBY;19
dbo;XXTRZNISKUP;18
dbo;DASHWIDGETTYP;18
dbo;KOREKCE;18
dbo;SKUPZNACZBOZI;18
dbo;XXTYPINZERCE;17
dbo;XXPOLKALJED;17
dbo;XXPLPRODPODSORKANIB;17
dbo;SPOTRDAN;16
dbo;VLSTAVDOC;16
dbo;DASHBOARDPARTYP;16
dbo;XXUROVENSPOLUPRACE;15
dbo;XXPARDESPOZ;14
dbo;XXMESTECH;14
dbo;XXARCHIVACELOG;14
dbo;TZBOZIPOZN;14
dbo;KALKCLEN;13
dbo;XXUTVARAD;12
dbo;XXTYPREKLAMACE;10
dbo;XXSKUPTDM;10
dbo;XXTARGARTIKLU;10
dbo;XXKPI;10
dbo;XXPRODKRIVKA;10
dbo;EETDETAIL;10
dbo;HDOKEET;10
dbo;SKUPZBOZI;10
dbo;XXDOTEZOVANI;10
dbo;SKUPZBOZIADD;9
dbo;XXTYPPOPLATKU;9
dbo;XXTYPPARSPOL;9
dbo;ZDROJ_DRUH;9
dbo;XXSEGMZAKAZNIKA;8
dbo;SAZBADPH;8
dbo;TYPSUBJ;8
dbo;XXKATPARZBOZI;8
dbo;KALKPREDPIS;8
dbo;SAZBADPHSTAT;7
dbo;XXTYPDESPOZ;7
dbo;XXZAKAZUCTOVANI;7
dbo;XXTYPPREPRAVY;6
dbo;RR_ARCH2003;6
dbo;STRSAB;6
dbo;XXKCPODTYPSL;6
dbo;PLANDOK;6
dbo;PENALE;6
dbo;PRODEJNAFUNKCE;5
dbo;DICVEU;5
dbo;CERTIFIKAT;5
dbo;SKUPINA;5
dbo;XXSKLADKAPACITA;5
dbo;XXPALIVPRIPL;5
dbo;XXOBLANALZAK;5
dbo;XXKONKINFO;4
dbo;UZAPLOCK;4
dbo;UKAZATEL;4
dbo;BANKAAPI;4
dbo;DASHBOARD;4
dbo;DASHBOARDTYP;3
dbo;ESO9PROTOKOL;3
dbo;XXNEDOSTUPVYROBKYTECHNOL;3
dbo;XXNEDOSTUPTECHNOL;3
dbo;XXNEDOSTUPVYRFORMAT;3
dbo;XXPLANPREDZASOB;2
dbo;XXTenzometr_Buffer;2
dbo;DFNIMPORTBAV;2
dbo;CTECKAMAJANDROIDIMP;2
dbo;KALKULACKA;2
dbo;CHAT;2
dbo;USERPARAMS;2
dbo;UZIVAKCE;1
dbo;XXKALKVZADD;1
dbo;SCHED_DAYS;1
dbo;TZBOZSKLPOZN;1
dbo;TUZIVATELPOZN;1
dbo;TADRPOZN;1
dbo;KALKVZ;1
dbo;HDOKUHRPOZ;1
dbo;KONSTANTY;1
dbo;PODANI;1
dbo;docs;1
dbo;DF_KLPVRZ_TEMP;1
dbo;EXPIMPDEF;1
dbo;XXVYPOCET;1
dbo;XXNEDOSTUPVYROBKYMATER;1
dbo;XXNEDOSTUPMATERIAL;1
dbo;XXMCHD_DM;0
dbo;XXMCHD_DMP;0
dbo;XXKPIDM;0
dbo;XXKPIPRODKAN;0
dbo;XXKONKNADM_DM;0
dbo;XXKONKNADM_DMP;0
dbo;XXKONKNADM_N;0
dbo;XXKONKNADM_P;0
dbo;XXKONKPROD;0
dbo;XXLISTINGKP;0
dbo;XXLOGVYPOCTU;0
dbo;XXOKRESREGION;0
dbo;XXOMEZENEVYROBKYTECHNOL;0
dbo;XXPARPROCES;0
dbo;XXPLANMATTOKU2;0
dbo;XXPLNPOLDISTR_APN;0
dbo;XXPLNPOLDISTR_APNM;0
dbo;XXPLNPOLDISTR_APP;0
dbo;XXPLNPOLDISTR_APPM;0
dbo;XXPODILDF_DM;0
dbo;XXPODILDF_DMP;0
dbo;XXPLNPOLDISTR_OLAP;0
dbo;XXPRAKSKAKZB;0
dbo;XXPOLEPAKVAZBA;0
dbo;XXSKAKZBDET;0
dbo;XXPRZADANIUKOLOZ;0
dbo;XXPRZADANIUKOLOZPAR;0
dbo;XXPRODAKCESKZB;0
dbo;XXPRODAKCESLEVY;0
dbo;XXPROCESSTAT;0
dbo;XXPRIPRAVAZAKAZKY;0
dbo;XXVLSTAV;0
dbo;XXURSPOLKAN;0
dbo;XXUKOLDOC;0
dbo;ZAKMERTEPLO;0
dbo;ZAKMERTEPLO_W;0
dbo;ZAKOMTEPLO;0
dbo;ZALOHYVAZBA;0
dbo;ZASILKA;0
dbo;ZASILKA_ATRIBUT;0
dbo;ZASILKA_ATRIBUT_ADR;0
dbo;ZASILKA_SVOZ;0
dbo;ZBOZIROZPADFRONTA;0
dbo;ZBOZIMNSPOTRCAM;0
dbo;ZBOZINAZEV;0
dbo;ZBOZI_W_PRENOS;0
dbo;ZBOZIKTPARAM;0
dbo;ZBOZICK;0
dbo;ZBOZISTAVKDATU;0
dbo;ZBOZITEPLO;0
dbo;ZBOZIVAZBAZAV;0
dbo;ZBOZIVCASE;0
dbo;ZBOZSKLINV;0
dbo;ZBOZSKLOffLine;0
dbo;ZBOZSKLOffLineSAVE;0
dbo;ZBOZSKLPOZN;0
dbo;ZDROJ;0
dbo;ZDROJ_CENKALK;0
dbo;ZDROJ_CENKALKPOZN;0
dbo;ZBOZSKLSARZEADD;0
dbo;XXTPFORMACE;0
dbo;XXSKUPZBOZIEPHIS;0
dbo;XXUDALOSTPAR;0
dbo;XXUKAZMUHIS;0
dbo;XXUKAZMUHODDOC;0
dbo;ZDROJ_ELEKTRO;0
dbo;ZDROJ_NEMOVITOST;0
dbo;ZDROJ_OZ;0
dbo;ZDROJ_PLATK;0
dbo;ZDROJ_POSTK;0
dbo;ZDROJ_SIM;0
dbo;ZDROJ_TK;0
dbo;ZDROJ_VOZIDLO;0
dbo;ZDROJ_ZMENYVCASE;0
dbo;ZDROJ_ZMENYVCASEADD;0
dbo;ZDROJADD;0
dbo;ZDROJSKUPINA;0
dbo;ZDROJSKUPINAHIER;0
dbo;ZDROJSLOZKA;0
dbo;ZDROJSLOZKAADD;0
dbo;ZDROJVAZBA;0
dbo;ZDROJVESKUP;0
dbo;ZMENA;0
dbo;EXPIMPS;0
dbo;EXTERNIURL;0
dbo;ESOTOEDI;0
dbo;EXPIMP;0
dbo;FNOTE;0
dbo;dtproperties;0
dbo;EKMAT;0
dbo;EKMATEKOBAL;0
dbo;EKOBAL;0
dbo;EKOBALZBOZIMJ;0
dbo;HDOKFISMOD;0
dbo;HDOKKSEF;0
dbo;HDOKOffLine;0
dbo;HDOKOffLineSAVE;0
dbo;HDOKPOZNA;0
dbo;HDOKADDSYS;0
dbo;HDOKCAM;0
dbo;GOBDCOLUMN;0
dbo;GOBDFILE;0
dbo;GOBDPARAM;0
dbo;GOBDTABLE;0
dbo;HDOK_VN;0
dbo;HDOK_W;0
dbo;HDOKA;0
dbo;HDOKAADD;0
dbo;DATAPOUZ;0
dbo;DATZPR;0
dbo;DATZPRDS;0
dbo;DATZPRDSZAB;0
dbo;DATZPRPRIL;0
dbo;DefragLog;0
dbo;DOK_EMAIL;0
dbo;DOKLADPP;0
dbo;DOKLROCUZAV;0
dbo;DOKPRAVA;0
dbo;DFPROTOKOL;0
dbo;DICPRODPH;0
dbo;DOKUMENT_P_N;0
dbo;DOPRAVAHISH;0
dbo;DOPRAVAHLAV;0
dbo;DphDetail;0
dbo;CTECKAMAJEXPORT;0
dbo;CTECKAMAJEXPORTUMIST;0
dbo;CTECKAMAJIMPORTDET;0
dbo;CTECKAMAJIMPORTDETVAZBA;0
dbo;CTECKAMAJIMPORTHLAV;0
dbo;CVDET;0
dbo;CVHLAV;0
dbo;CVHODN;0
dbo;CVPODH;0
dbo;CVPODP;0
dbo;CVSEST;0
dbo;CVSQL;0
dbo;CVZPRA;0
dbo;DANE;0
dbo;DASHUDALOSTOFFLINE;0
dbo;CINDATA;0
dbo;CSP_DAVKY;0
dbo;CSP_PAROVANI;0
dbo;CSP_POZADAVKY;0
dbo;CSP_ROZPISYPRVKU;0
dbo;CSP_SOLUTIONS;0
dbo;CSP_ZDROJE;0
dbo;CTECKAMAJ;0
dbo;CTECKAMAJADD;0
dbo;AuditHUDATA;0
dbo;AuditHUDATASUM;0
dbo;AVIZOPP;0
dbo;ABCANALYZA;0
dbo;ABCKOREKCEHODNOTY;0
dbo;ABCKRITERIUM;0
dbo;ADRLATKA;0
dbo;AgentIndexRebuilds;0
dbo;AKTIVITA;0
dbo;AKTIVITA_KOMUNIKACE;0
dbo;AKTIVITA_STAV;0
dbo;AKTIVITA_TYP;0
dbo;AKTIVITA_TYPSTAV;0
dbo;AKTIVITA_VAZBA;0
dbo;AKTIVITAADD;0
dbo;BILANCE;0
dbo;BB_CISELNIK;0
dbo;BB_ADR;0
dbo;BB_SLUZBA;0
dbo;BB_SLUZBA_STAT;0
dbo;BB_STAT;0
dbo;PLANVARIANTA;0
dbo;POLOZKY_IMP_SOUBORU;0
dbo;POMPOM;0
dbo;POVOLSTRED;0
dbo;PRECHODCAS;0
dbo;PREUCTPAM;0
dbo;PRIJEMCE;0
dbo;PROCES;0
dbo;PROCESADD;0
dbo;PROCESDOC;0
dbo;PROCESPROTD;0
dbo;PRODEJNA;0
dbo;PRODEJNASTAV;0
dbo;PROFESE;0
dbo;PROFESENAOPERACI;0
dbo;PROJEKT;0
dbo;PROJEKTADD;0
dbo;PROJEKTVAZBA;0
dbo;qVykazAP_Olap;0
dbo;qVykazIAS_VZVK;0
dbo;qVykazIAS_ZVK;0
dbo;REVIZE;0
dbo;REVIZEVAZBY;0
dbo;ROCUZAV;0
dbo;ROZMER;0
dbo;PENUFIFO;0
dbo;PKP03Detail;0
dbo;PKPVYSVETLENI;0
dbo;ODPSKUPZAOKR;0
dbo;ODVODPPZ;0
dbo;OPAKUCPREDUT;0
dbo;ParovaciKlice;0
dbo;ODBERDIAGTEPLO;0
dbo;ODPMAJPRONAJEM;0
dbo;MJADD;0
dbo;NADMODPOCET;0
dbo;NAZEVSTR;0
dbo;NEWCONTRACT;0
dbo;NMVSDETAIL;0
dbo;NMVSPACK;0
dbo;KONTRPOHL;0
dbo;KOPIEPARAM;0
dbo;KONSSUBJEKT;0
dbo;ISIR;0
dbo;ISIRXML;0
dbo;KALKCENDET;0
dbo;KALKCENDETADD;0
dbo;KSDOK;0
dbo;KSDOKADD;0
dbo;KSEFDETAIL;0
dbo;KSEFDETAILIMP;0
dbo;KSEFIMPORT;0
dbo;KTPARAM;0
dbo;KTPARVYRVAR;0
dbo;KOSIK;0
dbo;KROKROCUZAV;0
dbo;KUSOVNIK;0
dbo;KUZAV;0
dbo;KVDPH;0
dbo;MAJSOUBDETAIL;0
dbo;MANDSML;0
dbo;MANDSMLHDOK;0
dbo;MERENEHTEPLO;0
dbo;MERENEHTEPLO_W;0
dbo;HDOKSZAMLA;0
dbo;HIERSTRED;0
dbo;HISCINPRIL;0
dbo;HISHDOKAA;0
dbo;HISHDOKAZ;0
dbo;HISHDOKZA;0
dbo;HISSDOK_W;0
dbo;HISSDOKAA;0
dbo;HISSDOKAZ;0
dbo;HISSDOKZA;0
dbo;KASA_PRENOS;0
dbo;KASA_W_STATUS;0
dbo;KHDOK;0
dbo;KHDOKADD;0
dbo;INFOEVERIFINDETAIL;0
dbo;HISUZVESKUP;0
dbo;HISVYROBA;0
dbo;TARTRIDA;0
dbo;TMERTEPLA;0
dbo;TEMPGENPAY;0
dbo;TEMPSUBJEKT;0
dbo;SUMUCETZAP_UZAV;0
dbo;SUBJVZTAH;0
dbo;SumDPH;0
dbo;SZAMLADATA;0
dbo;SZAMLADETAIL;0
dbo;SZAMLAIMPORT;0
dbo;TABPARAMS;0
dbo;SVATEK;0
dbo;SYNCHR_PRAVA;0
dbo;SYNCHRAPL;0
dbo;SYNCHRCIS;0
dbo;SYNCHRCISCOL;0
dbo;SYNCHRCISFK;0
dbo;SYNCHRCISVAPL;0
dbo;SYNCHRCOLKOD;0
dbo;SYNCHRIDMASTER;0
dbo;SYNCHRIDSLAVE;0
dbo;SYNCHRMASTER;0
dbo;SYNCHRVIEW;0
dbo;SYNCHRZURNAL;0
dbo;SYNCHRZURNALHIST;0
dbo;SYNCHRZURNALJOBSTAV;0
dbo;sysdiagrams;0
dbo;TVYROBAPOZN;0
