parent_schema;parent_table;parent_column;foreign_key_name;referenced_schema;referenced_table;referenced_column;delete_action;update_action
dbo;DASHBOARDPARAMS;IDDASHBOARD;DASHBOARDPARAMS_DASHBOARD;dbo;DASHBOARD;IDDASHBOARD;NO_ACTION;NO_ACTION
dbo;DASHBOARDPARAMS;IDDASHPAR;DASHBOARDPARAMS_DASHPAR;dbo;DASHPAR;IDDASHPAR;NO_ACTION;NO_ACTION
dbo;DASHBOARDPARTYP;IDDASHBOARDTYP;DASHBOARDPARTYP_DASHBOARDTYP;dbo;DASHBOARDTYP;IDDASHBOARDTYP;NO_ACTION;NO_ACTION
dbo;DASHBOARDPARTYP;IDDASHPAR;DASHBOARDPARTYP_DASHPAR;dbo;DASHPAR;IDDASHPAR;NO_ACTION;NO_ACTION
dbo;DASHBOARDWID;IDDASHBOARD;DASHBOARDWID_DASHBOARD;dbo;DASHBOARD;IDDASHBOARD;NO_ACTION;NO_ACTION
dbo;DASHBOARDWID;IDDASHWIDGET;DASHBOARDWID_DASHWIDGET;dbo;DASHWIDGET;IDDASHWIDGET;NO_ACTION;NO_ACTION
dbo;DASHUDALOSTOFFLINE;IDUDALOST;DASHUDALOSTOFFLINE_UDALOST;dbo;UDALOST;IDUDALOST;NO_ACTION;NO_ACTION
dbo;DASHUDALOSTOFFLINE;IDUZIVATEL;DASHUDALOSTOFFLINE_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DASHWIDGET;IDCINNOST;DASHWIDGET_CINNOST;dbo;CINNOST;IDCINNOST;NO_ACTION;NO_ACTION
dbo;DASHWIDGET;IDDASHWIDGETTYP;DASHWIDGET_DASHWIDGETTYP;dbo;DASHWIDGETTYP;IDDASHWIDGETTYP;NO_ACTION;NO_ACTION
dbo;DASHWIDGETDATA;IDDASHWIDGET;DASHWIDGETDATA_DASHWIDGET;dbo;DASHWIDGET;IDDASHWIDGET;NO_ACTION;NO_ACTION
dbo;DASHWIDGETDATA;IDUZIVATEL;DASHWIDGETDATA_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPARAMS;IDDASHBOARD;DASHWIDGETPARAMS_DASHBOARD;dbo;DASHBOARD;IDDASHBOARD;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPARAMS;IDDASHPAR;DASHWIDGETPARAMS_DASHPAR;dbo;DASHPAR;IDDASHPAR;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPARAMS;IDDASHWIDGET;DASHWIDGETPARAMS_DASHWIDGET;dbo;DASHWIDGET;IDDASHWIDGET;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPROUZIV;IDDASHWIDGET;DASHWIDGETPROUZIV_DASHWIDGET;dbo;DASHWIDGET;IDDASHWIDGET;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPROUZIV;IDSKUPUZIV;DASHWIDGETPROUZIV_SKUPUZIV;dbo;SKUPUZIV;IDSKUPUZIV;NO_ACTION;NO_ACTION
dbo;DASHWIDGETPROUZIV;IDUZIVATEL;DASHWIDGETPROUZIV_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DASHWIDPARTYP;IDDASHPAR;DASHWIDPARTYP_DASHPAR;dbo;DASHPAR;IDDASHPAR;NO_ACTION;NO_ACTION
dbo;DASHWIDPARTYP;IDDASHWIDGETTYP;DASHWIDPARTYP_DASHWIDGETTYP;dbo;DASHWIDGETTYP;IDDASHWIDGETTYP;NO_ACTION;NO_ACTION
dbo;DATZPR;IDHDOK;DATZPR_HDOK;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DATZPR;IDSUBJEKT_ODESILATEL;DATZPR_SUBJEKT_ODESILATEL;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;DATZPR;IDSUBJEKT_PRIJEMCE;DATZPR_SUBJEKT_PRIJEMCE;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;DATZPR;IDUZIVATEL_INSERT;DATZPR_UZIVATEL_INSERT;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DATZPR;IDUZIVATEL_UPDATE;DATZPR_UZIVATEL_UPDATE;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DATZPRDS;IDCISRAD_ODS;DATZPRDS_CISRAD_ODS;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;DATZPRDS;IDCISRAD_DOD;DATZPRDS_IDCISRAD_DOD;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;DATZPRDS;IDCISRAD_ODS;DATZPRDS_IDCISRAD_ODS;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;DATZPRDS;IDCISRAD_DOD;DATZPRDS_SUBJEKT;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;DATZPRDSZAB;IDDATZPRDS;DATZPRDSZAB_DATZPRDS;dbo;DATZPRDS;IDDATZPRDS;NO_ACTION;NO_ACTION
dbo;DATZPRDSZAB;IDUZIVATEL;DATZPRDSZAB_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DATZPRPRIL;IDDATZPR;DATZPRPRIL_DATZPR;dbo;DATZPR;IDDATZPR;NO_ACTION;NO_ACTION
dbo;DATZPRPRIL;IDUZIVATEL_INSERT;DATZPRPRIL_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DESCRCOL;IDDESCRTAB;DESCRCOL_DESCRTAB;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRKEY;IDDESCRTAB;DESCRKEY_DESCRTAB;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRKEYCOL;IDDESCRCOL;DESCRKEYCOL_DESCRCOL;dbo;DESCRCOL;IDDESCRCOL;NO_ACTION;NO_ACTION
dbo;DESCRKEYCOL;IDDESCRKEY;DESCRKEYCOL_DESCRKEY;dbo;DESCRKEY;IDDESCRKEY;NO_ACTION;NO_ACTION
dbo;DESCRREL;IDDESCRCOL_MASTER;DESCRREL_DESCRCOL_MASTER;dbo;DESCRCOL;IDDESCRCOL;NO_ACTION;NO_ACTION
dbo;DESCRREL;IDDESCRCOL_SLAVE;DESCRREL_DESCRCOL_SLAVE;dbo;DESCRCOL;IDDESCRCOL;NO_ACTION;NO_ACTION
dbo;DESCRREL;IDDESCRTAB_MASTER;DESCRREL_DESCRTAB_MASTER;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRREL;IDDESCRTAB_SLAVE;DESCRREL_DESCRTAB_SLAVE;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRTRIGGER;IDDESCRTAB;DESCRTRIGGER_DESCRTAB;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRVIEWCOL;IDDESCRCOL;DESCRVIEWCOL_DESCRCOL;dbo;DESCRCOL;IDDESCRCOL;NO_ACTION;NO_ACTION
dbo;DESCRVIEWCOL;IDDESCRVIEWTABLE;DESCRVIEWCOL_DESCRVIEWTABLE;dbo;DESCRVIEWTABLE;IDDESCRVIEWTABLE;NO_ACTION;NO_ACTION
dbo;DESCRVIEWTABLE;IDDESCRTAB;DESCRVIEWTABLE_DESCRTAB;dbo;DESCRTAB;IDDESCRTAB;NO_ACTION;NO_ACTION
dbo;DESCRVIEWTABLE;IDDESCRVIEW;DESCRVIEWTABLE_DESCRVIEW;dbo;DESCRVIEW;IDDESCRVIEW;NO_ACTION;NO_ACTION
dbo;DFNIMPORTBAV;IDBANKA;DFNIMPORTBAV_BANKA;dbo;BANKA;IDBANKA;NO_ACTION;NO_ACTION
dbo;DFNIMPORTBAV;IDUZIVATEL;DFNIMPORTBAV_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DICVEU;IDSTAT;DICVEU_STAT;dbo;STAT;IDSTAT;NO_ACTION;NO_ACTION
dbo;DICVEU;IDSUBJEKT;DICVEU_SUBJEKT;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;DOK_EMAIL;IDSUBJOSOBA;DOK_EMAIL_SUBJOSOBA;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;DOK_EMAIL;IDTYPDOK;DOK_EMAIL_TYPDOK;dbo;TYPDOK;IDTYPDOK;NO_ACTION;NO_ACTION
dbo;DOKLADPP;IDMENA;DOKLADPP_MENA;dbo;MENA;IDMENA;NO_ACTION;NO_ACTION
dbo;DOKLADPP;IDSUBJEKT_DODAVATEL;DOKLADPP_SUBJEKT_DODAVATEL;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;DOKLADPP;IDSUBJEKT_ODBERATEL;DOKLADPP_SUBJEKT_ODBERATEL;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;DOKLADPP;IDTYPDOK;DOKLADPP_TYPDOK;dbo;TYPDOK;IDTYPDOK;NO_ACTION;NO_ACTION
dbo;DOKLROCUZAV;IDHDOK;DOKLROCUZAV_HDOK;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DOKLROCUZAV;IDKROKROCUZAV;DOKLROCUZAV_KROKROCUZAV;dbo;KROKROCUZAV;IDKROKROCUZAV;CASCADE;NO_ACTION
dbo;DOKLROCUZAV;IDUZIVATEL_PREP;DOKLROCUZAV_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DOKPRAVA;IDDOKUMENT;DOKPRAVA_DOKUMENT;dbo;DOKUMENT;IDDOKUMENT;NO_ACTION;NO_ACTION
dbo;DOKPRAVA;IDSKUPUZIV;DOKPRAVA_SKUPUZIV;dbo;SKUPUZIV;IDSKUPUZIV;NO_ACTION;NO_ACTION
dbo;DOKPRAVA;IDTYPDOC;DOKPRAVA_TYPDOC;dbo;TYPDOC;IDTYPDOC;NO_ACTION;NO_ACTION
dbo;DOKPRAVA;IDUZIVATEL;DOKPRAVA_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DOKUMENT;IDOBECCIS_TYPDOC;DOKUMENT_OBECCIS_TYPDOC;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;DOKUMENT;IDTYPDOC;DOKUMENT_TYPDOC;dbo;TYPDOC;IDTYPDOC;NO_ACTION;NO_ACTION
dbo;DOKUMENT;IDUZIVATEL_INSERT;DOKUMENT_UZIVATEL_INSERT;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DOKUMENT;IDUZIVATEL_UPDATE;DOKUMENT_UZIVATEL_UPDATE;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DOKUMENT;IDVLSTAVDOC;DOKUMENT_VLSTAVDOC;dbo;VLSTAVDOC;IDVLSTAVDOC;NO_ACTION;NO_ACTION
dbo;DOKUMENT_P_N;IDDOKUMENT_N;DOKUMENT_P_N_DOKUMENT_N;dbo;DOKUMENT;IDDOKUMENT;NO_ACTION;NO_ACTION
dbo;DOKUMENT_P_N;IDDOKUMENT_P;DOKUMENT_P_N_DOKUMENT_P;dbo;DOKUMENT;IDDOKUMENT;NO_ACTION;NO_ACTION
dbo;DOKUMENT_VAZBA;IDDOKUMENT;DOKUMENT_VAZBA_DOKUMENT;dbo;DOKUMENT;IDDOKUMENT;NO_ACTION;NO_ACTION
dbo;DOPRAVAHISH;IDHDOKN;DOPRAVAHISH_HDOKN;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DOPRAVAHISH;IDHDOKP;DOPRAVAHISH_HDOKP;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDHDOK;DOPRAVAHLAV_HDOK;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDHDOK_VZOR;DOPRAVAHLAV_HDOK_VZOR;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDSUBJOSOBA;DOPRAVAHLAV_SUBJOSOBA;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDTYPDOK;DOPRAVAHLAV_TYPDOK;dbo;TYPDOK;IDTYPDOK;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDUZIVATEL;DOPRAVAHLAV_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DOPRAVAHLAV;IDZDROJ;DOPRAVAHLAV_ZDROJ;dbo;ZDROJ;IDZDROJ;SET_NULL;NO_ACTION
dbo;DZSESTAVY;IDSESTAVA;DZSESTAVY_SESTAVA;dbo;SESTAVA;IDSESTAVA;NO_ACTION;NO_ACTION
dbo;DZSESTAVY;IDUZIVATEL_INSERT;DZSESTAVY_UZIVATEL_INSERT;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DZSESTAVY;IDUZIVATEL_UPDATE;DZSESTAVY_UZIVATEL_UPDATE;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;DZSLOUPEC;IDDZSESTAVY;DZSLOUPEC_DZSESTAVY;dbo;DZSESTAVY;IDDZSESTAVY;NO_ACTION;NO_ACTION
dbo;EETDETAIL;IDHDOKEET;EETDETAIL_HDOKEET;dbo;HDOKEET;IDHDOKEET;CASCADE;NO_ACTION
dbo;EKMATEKOBAL;IDEKMAT;EKMATEKOBAL_EKMAT;dbo;EKMAT;IDEKMAT;NO_ACTION;NO_ACTION
dbo;EKMATEKOBAL;IDEKMATEKOBAL_KOMPOZIT;EKMATEKOBAL_EKMATEKOBAL_KOMPOZIT;dbo;EKMATEKOBAL;IDEKMATEKOBAL;NO_ACTION;NO_ACTION
dbo;EKMATEKOBAL;IDEKOBAL;EKMATEKOBAL_EKOBAL;dbo;EKOBAL;IDEKOBAL;NO_ACTION;NO_ACTION
dbo;EKOBAL;IDMJ_EKOBAL;EKOBAL_MJ_EKOBAL;dbo;MJ;IDMJ;NO_ACTION;NO_ACTION
dbo;EKOBALZBOZIMJ;IDEKOBAL;EKOBALZBOZIMJ_EKOBAL;dbo;EKOBAL;IDEKOBAL;NO_ACTION;NO_ACTION
dbo;EKOBALZBOZIMJ;IDZBOZIVMJ;EKOBALZBOZIMJ_ZBOZIVMJ;dbo;ZBOZIVMJ;IDZBOZIVMJ;NO_ACTION;NO_ACTION
dbo;EXPIMP;IDEXPIMPDEF;EXPIMP_EXPIMPDEF;dbo;EXPIMPDEF;IDEXPIMPDEF;NO_ACTION;NO_ACTION
dbo;EXPIMPS;IDEXPIMP;EXPIMPS_EXPIMP;dbo;EXPIMP;IDEXPIMP;NO_ACTION;NO_ACTION
dbo;EXTERNIURL;IDSKUPUZIV;EXTERNIURL_SKUPUZIV;dbo;SKUPUZIV;IDSKUPUZIV;NO_ACTION;NO_ACTION
dbo;EXTERNIURL;IDUZIVATEL;EXTERNIURL_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;FIFO_SARZE;IDSDOK;FIFOSARZE_SDOK;dbo;SDOK;IDSDOK;NO_ACTION;NO_ACTION
dbo;GOBDCOLUMN;IDGOBDTABLE;GOBDCOLUMN_GOBDTABLE;dbo;GOBDTABLE;IDGOBDTABLE;CASCADE;NO_ACTION
dbo;GOBDTABLE;IDGOBDFILE;GOBDTABLE_GOBDFILE;dbo;GOBDFILE;IDGOBDFILE;CASCADE;NO_ACTION
dbo;GSPARAM;IDSESTAVA;GSPARAM_SESTAVA;dbo;SESTAVA;IDSESTAVA;NO_ACTION;NO_ACTION
dbo;HDOK;IDBANKA;HDOK_BANKA;dbo;BANKA;IDBANKA;NO_ACTION;NO_ACTION
dbo;HDOK;IDBANKA_KOR;HDOK_BANKA_KOR;dbo;BANKA;IDBANKA;NO_ACTION;NO_ACTION
dbo;HDOK;IDBAV;HDOK_BAV;dbo;BAV;IDBAV;NO_ACTION;NO_ACTION
dbo;HDOK;IDCENSKUP;HDOK_CENSKUP;dbo;CENSKUP;IDCENSKUP;NO_ACTION;NO_ACTION
dbo;HDOK;IDCISRAD;HDOK_CISRAD;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;HDOK;IDDICVEU;HDOK_DICVEU;dbo;DICVEU;IDDICVEU;NO_ACTION;NO_ACTION
dbo;HDOK;IDHDOK_VZOR;HDOK_HDOK_VZOR;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;HDOK;IDHDOKADDSYS;HDOK_HDOKADDSYS;dbo;HDOKADDSYS;IDHDOKADDSYS;NO_ACTION;NO_ACTION
dbo;HDOK;IDMENA;HDOK_MENA;dbo;MENA;IDMENA;NO_ACTION;NO_ACTION
dbo;HDOK;IDOBECCIS_01DAL;HDOK_OBECCIS_01DAL;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOK;IDOBECCIS_01MD;HDOK_OBECCIS_01MD;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOK;IDOBECCIS_02;HDOK_OBECCIS_02;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOK;IDOBECCIS_03;HDOK_OBECCIS_03;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOK;IDOBECCIS_04;HDOK_OBECCIS_04;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOK;IDPENALE;HDOK_PENALE;dbo;PENALE;IDPENALE;NO_ACTION;NO_ACTION
dbo;HDOK;IDPENUCET;HDOK_PENUCET;dbo;PENUCET;IDPENUCET;NO_ACTION;NO_ACTION
dbo;HDOK;IDPODMINKY_DOD;HDOK_PODMDOD;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOK;IDPODMINKY_MEZ;HDOK_PODMMEZ;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOK;IDPODMINKY_PLAT;HDOK_PODMPLAT;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOK;IDPODMINKY_PREP;HDOK_PODMPREP;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOK;IDPROJEKT_DAL;HDOK_PROJEKT_DAL;dbo;PROJEKT;IDPROJEKT;NO_ACTION;NO_ACTION
dbo;HDOK;IDPROJEKT_MD;HDOK_PROJEKT_MD;dbo;PROJEKT;IDPROJEKT;NO_ACTION;NO_ACTION
dbo;HDOK;IDSTATDPH;HDOK_STATDPH;dbo;STAT;IDSTAT;NO_ACTION;NO_ACTION
dbo;HDOK;IDSTRED_DAL;HDOK_STREDDAL;dbo;STRED;IDSTRED;NO_ACTION;NO_ACTION
dbo;HDOK;IDSTRED_MD;HDOK_STREDMD;dbo;STRED;IDSTRED;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJADR;HDOK_SUBJADR;dbo;SUBJADR;IDSUBJADR;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJADRP;HDOK_SUBJADRP;dbo;SUBJADR;IDSUBJADR;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJBUCET;HDOK_SUBJBUCET;dbo;SUBJBUCET;IDSUBJBUCET;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJEKT;HDOK_SUBJEKT;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJEKTP;HDOK_SUBJEKTP;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJOSOBA;HDOK_SUBJOSOB;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;HDOK;IDSUBJOSOBAP;HDOK_SUBJOSOBP;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;HDOK;IDTYPDOK;HDOK_TYPDOK;dbo;TYPDOK;IDTYPDOK;NO_ACTION;NO_ACTION
dbo;HDOK;IDTYPSUBJ;HDOK_TYPSUBJ;dbo;TYPSUBJ;IDTYPSUBJ;NO_ACTION;NO_ACTION
dbo;HDOK;IDUCETTYP;HDOK_UCETTYP;dbo;UCETTYP;IDUCETTYP;NO_ACTION;NO_ACTION
dbo;HDOK;IDUCTOBD;HDOK_UCTOBD;dbo;UCTOBD;IDUCTOBD;NO_ACTION;NO_ACTION
dbo;HDOK;IDUCTOSN_DAL;HDOK_UCTOSNDAL;dbo;UCTOSN;IDUCTOSN;NO_ACTION;NO_ACTION
dbo;HDOK;IDUCTOSN_MD;HDOK_UCTOSNMD;dbo;UCTOSN;IDUCTOSN;NO_ACTION;NO_ACTION
dbo;HDOK;IDZDROJ_DAL;HDOK_ZDROJ_DAL;dbo;ZDROJ;IDZDROJ;NO_ACTION;NO_ACTION
dbo;HDOK;IDZDROJ_MD;HDOK_ZDROJ_MD;dbo;ZDROJ;IDZDROJ;NO_ACTION;NO_ACTION
dbo;HDOK;IDUZIVATEL;UZIV_HDOK;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;HDOKA;IDBANKA;HDOKA_BANKA;dbo;BANKA;IDBANKA;NO_ACTION;NO_ACTION
dbo;HDOKA;IDBANKA_KOR;HDOKA_BANKAKOR;dbo;BANKA;IDBANKA;NO_ACTION;NO_ACTION
dbo;HDOKA;IDCENSKUP;HDOKA_CENSKUP;dbo;CENSKUP;IDCENSKUP;NO_ACTION;NO_ACTION
dbo;HDOKA;IDCISRAD;HDOKA_CISRAD;dbo;CISRAD;IDCISRAD;NO_ACTION;NO_ACTION
dbo;HDOKA;IDDICVEU;HDOKA_DICVEU;dbo;DICVEU;IDDICVEU;NO_ACTION;NO_ACTION
dbo;HDOKA;IDHDOKADDSYS;HDOKA_HDOKADDSYS;dbo;HDOKADDSYS;IDHDOKADDSYS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDMENA;HDOKA_MENA;dbo;MENA;IDMENA;NO_ACTION;NO_ACTION
dbo;HDOKA;IDOBECCIS_01DAL;HDOKA_OBECCIS_01DAL;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDOBECCIS_01MD;HDOKA_OBECCIS_01MD;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDOBECCIS_02;HDOKA_OBECCIS_02;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDOBECCIS_03;HDOKA_OBECCIS_03;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDOBECCIS_04;HDOKA_OBECCIS_04;dbo;OBECCIS;IDOBECCIS;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPENALE;HDOKA_PENALE;dbo;PENALE;IDPENALE;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPENUCET;HDOKA_PENUCET;dbo;PENUCET;IDPENUCET;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPODMINKY_DOD;HDOKA_PODMDOD;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPODMINKY_MEZ;HDOKA_PODMMEZ;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPODMINKY_PLAT;HDOKA_PODMPLAT;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOKA;IDPODMINKY_PREP;HDOKA_PODMPREP;dbo;PODMINKY;IDPODMINKY;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSTATDPH;HDOKA_STATDPH;dbo;STAT;IDSTAT;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSTRED_DAL;HDOKA_STREDDAL;dbo;STRED;IDSTRED;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSTRED_MD;HDOKA_STREDMD;dbo;STRED;IDSTRED;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJADR;HDOKA_SUBJADR;dbo;SUBJADR;IDSUBJADR;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJADRP;HDOKA_SUBJADRP;dbo;SUBJADR;IDSUBJADR;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJBUCET;HDOKA_SUBJBUCET;dbo;SUBJBUCET;IDSUBJBUCET;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJEKT;HDOKA_SUBJEKT;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJEKTP;HDOKA_SUBJEKTP;dbo;SUBJEKT;IDSUBJEKT;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJOSOBA;HDOKA_SUBJOSOBA;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;HDOKA;IDSUBJOSOBAP;HDOKA_SUBJOSOBAP;dbo;SUBJOSOBA;IDSUBJOSOBA;NO_ACTION;NO_ACTION
dbo;HDOKA;IDTYPDOK;HDOKA_TYPDOK;dbo;TYPDOK;IDTYPDOK;NO_ACTION;NO_ACTION
dbo;HDOKA;IDTYPSUBJ;HDOKA_TYPSUBJ;dbo;TYPSUBJ;IDTYPSUBJ;NO_ACTION;NO_ACTION
dbo;HDOKA;IDUCETTYP;HDOKA_UCETTYP;dbo;UCETTYP;IDUCETTYP;NO_ACTION;NO_ACTION
dbo;HDOKA;IDUCTOBD;HDOKA_UCTOBD;dbo;UCTOBD;IDUCTOBD;NO_ACTION;NO_ACTION
dbo;HDOKA;IDUCTOSN_DAL;HDOKA_UCTOSNDAL;dbo;UCTOSN;IDUCTOSN;NO_ACTION;NO_ACTION
dbo;HDOKA;IDUCTOSN_MD;HDOKA_UCTOSNMD;dbo;UCTOSN;IDUCTOSN;NO_ACTION;NO_ACTION
dbo;HDOKA;IDUZIVATEL;HDOKA_UZIVATEL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
dbo;HDOKAADD;IDHDOKA;HDOKAADD_HDOKA;dbo;HDOKA;IDHDOKA;NO_ACTION;NO_ACTION
dbo;HDOKADD;IDHDOK;HDOKADD_HDOK;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDHDOK;HDOKADDSYS_HDOK;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDHDOK_KARTA;HDOKADDSYS_HDOK_KARTA;dbo;HDOK;IDHDOK;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDPLANVARIANTA;HDOKADDSYS_PLANVARIANTA;dbo;PLANVARIANTA;IDPLANVARIANTA;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDREGION;HDOKADDSYS_REGION;dbo;REGION;IDREGION;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDSKUPZBOZI;HDOKADDSYS_SKUPZBOZI;dbo;SKUPZBOZI;IDSKUPZBOZI;NO_ACTION;NO_ACTION
dbo;HDOKADDSYS;IDUZIVATEL_SCHVAL;HDOKADDSYS_UZIVATEL_SCHVAL;dbo;UZIVATEL;IDUZIVATEL;NO_ACTION;NO_ACTION
